date,WGT_cmi,WGT_ehi,WGT_fpi,WGT_lhi,WGT_mni,WGT_pai,WGT_tti
01-Sep-2020,5.8842182,4.6526365,1.4034362,3.8048074,2.3530498,5.4070854,4.4451761
01-Oct-2020,3.7041271,3.8419132,3.4251335,3.9220712,5.2185755,1.9802672,2.8987536
01-Nov-2020,3.4203548,1.9231343,3.7740328,5.4067221,3.6367645,4.473588,4.8790164
01-Dec-2020,4.2559614,3.2789824,2.7272112,3.2789824,4.0820408,6.2969837,1.9312282
01-Jan-2021,6.0624623,4.0821996,3.030535,1.5747813,.84746194,3.8226373,4.0821996
01-Feb-2021,6.0624623,2.8169794,3.7734988,3.8466282,4.0821996,4.1962681,4.5462375
01-Mar-2021,2.6057529,3.3900361,4.3454332,3.0305321,2.3530498,2.0619287,2.8399479
01-Apr-2021,1.8018506,3.0770681,3.773881,1.6528687,1.9802928,0,4.4450092
01-May-2021,3.9220712,1.6807119,3.6367645,5.7156405,3.390034,1.1834458,4.4200921
01-Jun-2021,4.9190278,2.1505325,2.8172729,2.2487259,3.92225,4.0821996,3.8985424
01-Jul-2021,4.2559614,4.8790164,3.6375897,8.0048018,4.2559614,4.6189384,5.3584223
01-Aug-2021,0,3.6180949,5.4067221,9.8440075,3.7740328,0,3.4517534
01-Sep-2021,3.6367645,5.7160707,3.1959348,3.1499751,2.9171362,4.4221878,5.608726
01-Oct-2021,2.8987536,3.5091319,5.608726,2.5479062,4.6518335,5.2229905,4.3677936
01-Nov-2021,1.4283319,4.4450231,4.3017344,5.2643733,7.8471618,.74795443,5.4067221
01-Dec-2021,10.536052,4.6955156,5.7156405,7.6675329,4.4451761,4.8790164,6.0624623
01-Jan-2022,4.6520014,5.3244514,7.5223422,7.696104,4.8793368,6.4868031,7.2759356
01-Feb-2022,4.0821996,4.9834347,7.696104,8.7011375,4.8890433,4.8790164,10.008346
01-Mar-2022,7.2820797,4.5985069,5.3246431,6.4538522,6.4538522,4.0421462,6.0624623
01-Apr-2022,4.4884524,5.9423423,7.6576538,9.5310183,7.1458964,6.4538522,7.4989476
01-May-2022,7.4107971,6.0921345,6.4538522,8.3464909,8.0042706,6.9994426,8.0046606
01-Jun-2022,7.0204258,6.8992872,3.9223261,9.6849813,8.7012577,4.4450145,7.4107971
01-Jul-2022,4.3485112,6.8990407,5.039896,6.4538522,5.5258112,5.2188277,7.9373574
01-Aug-2022,5.4067221,5.4104257,6.6691375,6.4538522,6.4538522,7.7728529,4.7252874
01-Sep-2022,5.7158413,5.0867195,8.5154953,6.4542809,6.0624623,5.9423423,8.3381605
01-Oct-2022,6.5957747,6.725811,6.9230843,8.0042706,4.7178559,2.8991492,5.7158413
01-Nov-2022,2.1400607,6.6489763,6.4354634,6.4538522,9.5311537,4.6842923,4.8790188
01-Dec-2022,8.7011375,5.5485172,5.8270173,4.6520014,4.2598534,4.8789849,7.4107971
01-Jan-2023,7.2100592,6.721981,3.9229515,8.7011375,5.8840499,3.9145124,6.0624623
01-Feb-2023,8.7011375,4.8790164,5.5569849,7.4107971,7.5497971,6.2520356,7.0204258
01-Mar-2023,.93313038,6.156363,7.19735,6.5294709,6.9437227,6.9526062,7.0769057
01-Apr-2023,5.1293292,5.0010419,6.0622363,5.7158413,6.0624623,4.0820484,5.8268909
01-May-2023,6.8992872,5.180233,7.696207,5.4067221,6.0106068,8.7012577,6.0622363
01-Jun-2023,7.696104,5.3856668,6.7198029,6.0363193,1.1978225,6.1557894,5.7158413
01-Jul-2023,6.4432373,4.9595275,5.608726,4.8790164,4.9871807,4.4458904,4.4451761
01-Aug-2023,.02982348,4.7269244,6.4538517,3.8222506,4.4451761,7.4803343,4.2559614
01-Sep-2023,4.0821996,4.6518168,4.9847789,4.6520014,4.8790164,7.4105158,6.0624623
